song_id,title,artist,source_genre,current_genre,suggested_genre,suggestion_reason,annotation_status,priority
RMVM_S_0a23ac667e,Cỏ Ba Lá,Yanbi,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_bd06c7464a,Lối Xưa,Hiền Thục,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_f97c01b32b,Ra Ngõ Tụng Kinh (Live Hòa Âm Ánh Sáng 2016),Hằng BingBoong,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_a268b60939,Tìm Đâu Tình Yêu Cuối Cùng,Kannan Nguyễn,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_9495153b13,Nhớ Lắm Huế Ơi,Long Nhật,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_99b7020c39,Một Thoáng Quê Hương,Anh Tâm,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_4a06be87bb,Khi Anh Nhớ Em,Bằng Cường,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_400c5f8662,Niềm Thương Mến,Khắc Dũng,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_20d8370aab,Kỉ Niệm Học Trò,"Tâm Minhon, Nguyễn Đình Vũ",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_2761b958c3,Nỗi Đau Trong Tim Anh,Đặng Gia Phúc,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_3549e90a6c,Ngoại Tình,Lưu Gia Bảo,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_f8fca77378,"LK Slow: Thành Phố Buồn, Tình Yêu Trả Lại Trăng Sao, Giận Hờn 2, Tình Lỡ, Lầm, Đập Vỡ Cây Đàn","Hoàng Nhung, Ngọc Ngữ",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_0d0332bd2c,Xa Rời (Beat),Hyo,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_cfca88e354,Anh Mong Em Hiểu,Quách Tuấn Du,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_52d8c5caee,Khi Yêu Trái Tim Yếu Mềm,Khang Duy,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_190901200d,Hãy Tạo Cơ Hội Cho Nhau,Lâm Vũ,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_a99d41ac85,Có Khi Nào Anh,Hoàng Châu,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_2ca48ce2dd,Một Ngày Thôi Anh,Hoàng Nghi Lâm,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_e51fa665a3,Lặng Yêu,"Mi Lan, Hoàng Rapper",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_34fca8b220,Một Lần Hạnh Phúc,"Cao Anh, Trương Hy Văn",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_b750400bd6,Xóm Dưới Xóm Trên,"Hoàng Long, Bảo Sơn",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_94b52373b4,Về Với Yêu Thương,Nam Doo,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_211200741b,Đêm Gành Hào Nghe Điệu Hoài Lang (Liveshow Thương Quá Việt Nam),Phi Sơn,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_92a5003b02,mãi mãi là bao xa?,"Như Ý, Dr3am.Bao, 4GOD",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_1cb6091c25,Đừng Nói Lời Tình Yêu,Phương Thùy,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_9e326e06c6,Đêm Tình Yêu,Lâm Chấn Huy,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_c3917ac3b8,Bỗng Hóa Thành Cơn Mưa,Đông Duy,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_fb5420bebb,Đã Từng Bên Nhau (Dance Version),Đào Huy Anh,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_d08323e0e1,Bên Đời Lẻ Loi,Lê Hiếu,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_7084fce853,Duyên Trả Nợ Đời,Bé Hà Vi,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_acebb2f052,Khi Đã Không Còn,Hoàng Nhân,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_1199e73c0d,Dòng Sông Và Nỗi Nhớ (Live),Hà Phương,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_1cc5d7bb69,Hát Cho Em,Đạt Huy,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_096a1747de,Mùa Xuân Đầu Tiên (Acoustic),Giang Thùy Linh,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_b29a30f7d0,Càng Yêu Em Anh Càng Phải Xa Em,Thiên Trường,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_ab983139ca,Liên Khúc Dụi Mắt Tập Quên,Dương 565,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_931f44b12e,Điều Ước Ánh Trăng Vàng,Khánh Phương,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_9a13847959,Huế Thương,Gia Huy,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_76af0366a2,Khúc Vô Thường,Đăng Nguyên GoBi,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_12e49b5960,Tìm Lại Lần Nữa,Thanh Thanh,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_a68f46e1d5,Em Vẫn Còn Yêu Anh (Remix),Tăng Quỳnh My,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_7dc8f157f7,Vì Tôi Đã Yêu,Trung Quân,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_83b191ae5e,Những Ngày Đẹp Trời,Đỗ Xuân Sơn,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_e53c4b90a2,Người Ngậm Ngùi Đến Sau,Đạt JeNoo,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_a1e3ab48a8,Bài Ca FA,"Hà Anh, Tùng Kon",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_fa1c2977e7,Kiếp Ca Sầu,Anh Thư Nguyễn,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_18166758e9,Hôm Nay Em Đi Phố,Hoàng Thơ,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_1a6e1922c2,9 Năm (Hạnh Phúc Trôi Xa),Hakoota,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_2e737608ce,Chiều Nước Lũ,Chế Thanh,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_435d702bb9,Chuyện Ngày Cuối Năm,Lan Anh,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_4b88df3732,Xuân Hạ Thu Đông Rồi Lại Xuân (Beat),"Đỗ Thụy Khanh, Nguyễn Đình Vũ",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_4e8f2ce9fa,Anh Nhớ Em Nhiều Lắm Em À (Short),King Band,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_885eb5df50,BÉ ƠI A YÊU E,Dubi,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_ac5896281d,Yêu và Yêu và Yêu Nữa (soundtrack Quyến Rũ),"Quốc Bảo, Nguyên Hà",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_faa87d1dbb,LK Đường Về Quê Hương - Hình Bóng Quê Nhà,"Quân Bảo, Lê Biểu",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_57a3c7c169,Trái Tim Không Lời,"Anh Nguyễn, Lê Liễu",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_1b9e375581,Kỷ Niệm Chôn Vùi,Thiên Hoàng,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_035984518e,10 Năm Chữ Tình Chữ Nghĩa,"Lê Như, Khưu Huy Vũ",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_c79ce05720,Ba Tháng Tạ Từ (Liveshow Thương Quá Việt Nam 6),"Đình Khoa, Huỳnh Thanh Vinh, Bảo Long",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_2f31f99ea4,Có Lẽ Anh Chưa Thể Quên Em Lúc Này,Sơn Phạm,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_d2b54ea404,Hai Kỷ Niệm Một Chuyến Đi,"Dạ Thảo My, Star Online",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_27b5ffe354,Cô nương xinh đẹp phải đi lấy chồng rồi,"Long Mai Tử, Lão Miêu",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_81846ea0bc,Tình Ngang Trái (Tone Nữ),Bạch Duy Sơn,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_89752aaaf3,Tình Chết Theo Mùa Đông (Liveshow Thương Quá Việt Nam),Đan Nguyên (bí Ẩn),,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_2138d9e299,LK Đón Xuân Này Nhớ Xuân Xưa,"Dương Hồng Loan, Lê Sang, Huỳnh Nguyễn Công Bằng",,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_83e6a38201,Đừng Đi Em Nhé,Nguyễn Đình Chương,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_04a4bda587,Lk Mặt trái - Lời hứa - Khóc giả remix- Phải chăng là tình yêu 2,Lương Nhật Duy,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_31a27f6a0f,Niềm Đau,Anh Tuấn,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_54a6a2d4d1,Đời Đắng Tình Cay,Tuyết Sương Bolero,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_f35baed938,Liên Khúc Em Gái Quê - Câu Hò Điệu Lý Còn Đây,Mỹ Nhung,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_12358cf391,Bên Em Không Chỉ Riêng Anh (Beat),Cao Nam Thành,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_a99dc5323b,Buông Tay Nhau (Beat),Kiun Gia Tuấn,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_0588453b61,Lặng Nhìn Mùa Thu,Thanh Ngọc,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_3af11052ea,Em Hôm Nay Không Như Ngày Xưa,Dương Triều Vỹ,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
RMVM_S_c4d4e6a935,Giữ Lại Hạnh Phúc (Live),Bạch Công Khanh,,UNASSIGNED_NULL,NULL,Ambiguous/missing raw tags; requires human audio verification.,needs_manual_annotation,STANDARD
